timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
55,main,Inertial,inertial,state,,1,516,0,0,1,0,0,0,-0.2441481,-1.861629,1.068148,-0.01916504,0.1080322,1.003784,1
57,main,Inertial,inertial,calibrate,
2157,main,Inertial,inertial,state,,1,2592,359.7371,-0.2629421,0,0.5250795,-0.3080526,359.7371,-3.448591,1.373333,4.455702,-0.05664063,0.1287842,1.014282,1
2159,main,Gps,gps,state,,1,2597,0,0,150,-100,0,0,0,0,0,0.2746666,-3.601184,-5.249184,0.07641602,-0.007324219,-1.017822,1
2166,main,Odometry,odometry,compute_position_with_heading,,2607,2612,2612,313.76,193.53,359.6467,0,0
2167,main,Inertial,inertial,set_heading,,0,0
2168,main,Odometry,odometry,reset,,2607,2612,2612,313.76,193.53,0,150,-100
2418,t55306412,Odometry,odometry,compute_position_with_heading,,2864,2850,2850,313.76,193.53,0.09747878,150,-100
2420,t55306412,Inertial,inertial,set_heading,,90,0
2420,t55306412,Odometry,odometry,reset,,2864,2850,2850,313.76,193.53,90,1500,600
2469,t55306412,Gps,gps,state,,1,2904,0,0,150,-100,0,0,0,0,0,-3.509629,-0.8850368,7.507553,0.03808594,-0.01452637,-1.005859,1
2471,t55306412,Motor,intake_1st_stage,set_velocity,,525,1
2471,t55306412,Motor,intake_2nd_stage,set_velocity,,525,1
2472,t55306412,Odometry,odometry,compute_position_with_heading,,2904,2909,2900,313.76,193.53,90.40895,1500,600
2519,t55306412,Odometry,odometry,compute_position_with_heading,,2963,2949,2949,313.76,193.53,90.75437,1500,600
2569,t55306412,Tank,tank,arcade_args,,0,-60,-60,-60
2575,t55306412,PIDDriver,pid_driver,step,,0,-1000,0,-1000,-1000,0,-60,0,0
